mmel_id,title,pdf_pages,printed_pages,assessments,screening_status,approved_for_generation
47-10-01,Fuel Tank Inerting System (A318/A319/A320/A321 Aircraft Fitted with Mod. 38062/MP J2879 and Mod. 151269/ MP P11819),405,47-1,,сопоставление с Fenix не установлено,False
49-00-00,CLASS II MAINTENANCE MESSAGES DISPLAYED ON ECAM STATUS PAGE OF ECAM SYSTEM DISPLAY,406,49-1,,сопоставление с Fenix не установлено,False
49-10-01,APU System,406; 407,49-1; 49-2,F104,есть отдельная оценка — см. матрицу,False
49-10-02,APU Air Intake Flap,407,49-2,,сопоставление с Fenix не установлено,False
49-30-01,APU Fuel Pump,407,49-2,,сопоставление с Fenix не установлено,False
49-30-02,APU LP Valve,408,49-3,F105,есть отдельная оценка — см. матрицу,False
49-70-01,MASTER Switch ON Light,408,49-3,,сопоставление с Fenix не установлено,False
49-70-02,MASTER Switch FAULT Light,408,49-3,,сопоставление с Fenix не установлено,False
49-70-03,START ON Light,408,49-3,,сопоставление с Fenix не установлено,False
49-70-04,START/AVAIL Light,408,49-3,,сопоставление с Fenix не установлено,False
49-70-05,ECAM APU Page Indications,408,49-3,,сопоставление с Fenix не установлено,False
52-10-03,Passenger Exit Stop Fitting,409,52-1,,сопоставление с Fenix не установлено,False
52-10-04,Emergency Operation Cylinder Damper Functions,409,52-1,,сопоставление с Fenix не установлено,False
52-10-06,Overwing Emergency Exit Flight Lock Actuator,409,52-1,,сопоставление с Fenix не установлено,False
52-30-01,Cargo Door Actuators,410; 411,52-2; 52-3,,сопоставление с Fenix не установлено,False
52-30-02,Cargo Door Locking Hooks and Spools System,411,52-3,,сопоставление с Fenix не установлено,False
52-30-03,Hand Pump,412,52-4,,сопоставление с Fenix не установлено,False
52-30-04,Cargo Doors Electrical Control,412,52-4,,сопоставление с Fenix не установлено,False
52-30-05,Cargo Door Drift Pin,412,52-4,,сопоставление с Fenix не установлено,False
52-33-01,Bulk Cargo Door Balance mechanism,413,52-5,,сопоставление с Fenix не установлено,False
52-50-01,Flight Deck Door Lock Solenoid,413,52-5,,сопоставление с Fenix не установлено,False
52-50-02,"Cockpit Door Locking System (Automatic System) (Mod. 32088 and 32090) 14 CFR Part 25, § 25.795 Compliant",413; 414,52-5; 52-6,,сопоставление с Fenix не установлено,False
52-50-03,"Cockpit Door Secondary Locking System (Deadbolt) (Mod. 33777) 14 CFR Part 25, § 25.795 Compliant",415,52-7,,сопоставление с Fenix не установлено,False
52-60-01,Entrance Stairs (With Mod. 23398/ MP P3053),415,52-7,,сопоставление с Fenix не установлено,False
52-70-01,ECAM DOOR Page Indications,415; 416; 417,52-7; 52-8; 52-9,F106,есть отдельная оценка — см. матрицу,False
52-70-02,CABIN PRESSURE Light (On Doors),418,52-10,,сопоставление с Fenix не установлено,False
52-70-03,Door Residual Differential Pressure Detection,418,52-10,,сопоставление с Fenix не установлено,False
71-00-00,CLASS II MAINTENANCE MESSAGES DISPLAYED ON ECAM STATUS PAGE OF ECAM SYSTEM DISPLAY,419; 420,71-1; 71-2,,сопоставление с Fenix не установлено,False
71-10-01,ENG 1(2) FAN COWL NOT CLSD Alert (A319neo/A320neo/ A321neo),420,71-2,F121,есть отдельная оценка — см. матрицу,False
71-13-01,Fan Cowl Loss Prevention Mechanical System (A319neo/A320neo/ A321neo with CFM LEAP-1A Engines),420,71-2,F122,есть отдельная оценка — см. матрицу,False
73-10-02,Fuel Return-to-Tank Valves (V2500 Engines and PW1100G Engines),421,73-1,,сопоставление с Fenix не установлено,False
73-11-01,Fuel Recirculation System (CFM 56-5B Engines and CFM LEAP-1A Engines),421,73-1,,сопоставление с Fenix не установлено,False
73-11-02,Burner Staging Valve System (CFM Engines Only),421,73-1,,сопоставление с Fenix не установлено,False
73-20-03,Minimum Idle on Ground,422,73-2,,сопоставление с Fenix не установлено,False
73-20-04,EPR Control Modes (IAE Engines Only),422,73-2,,сопоставление с Fenix не установлено,False
73-20-05,Flex Temp Function,422,73-2,,сопоставление с Fenix не установлено,False
73-20-06,De-Rated Takeoff Mode,422,73-2,,сопоставление с Fenix не установлено,False
73-20-09,Aircraft 28V Power Supply (IAE Engines Only),422,73-2,,сопоставление с Fenix не установлено,False
73-20-10,Engine Bump,422,73-2,,сопоставление с Fenix не установлено,False
73-20-11,Engine Overthrust Protection System (A318 or A319neo/ A320neo/A321neo),422,73-2,F123,есть отдельная оценка — см. матрицу,False
73-30-02,Fuel Used Indications,423,73-3,,сопоставление с Fenix не установлено,False
73-30-03,Fuel Filter Clog Cautions on ECAM EWD,423; 424,73-3; 73-4,,сопоставление с Fenix не установлено,False
73-30-04,Fuel Filter Clog Indication on ECAM System Display,424,73-4,,сопоставление с Fenix не установлено,False
73-30-05,MINOR FAULT Cautions on ECAM EWD (A319neo/A320neo/ A321neo),424,73-4,F124,есть отдельная оценка — см. матрицу,False
73-30-06,FUEL FILTER DEGRAD or FUEL FILTER PARTLY CLOGGED Cautions on ECAM EWD,425; 426; 427,73-5; 73-6; 73-7,,сопоставление с Fenix не установлено,False
73-30-07,FUEL SENSOR FAULT Cautions on ECAM EWD,428; 429; 430; 431; 432; 433; 434,73-8; 73-9; 73-10; 73-11; 73-12; 73-13; 73-14,,сопоставление с Fenix не установлено,False
73-30-08,HEAT SYS DEGRAD Cautions on ECAM EWD (A319neo/A320neo/ A321neo with PW 1100G Engines) (A319neo/A320neo/ A321neo with PW 1100G Engines) (A319neo/A320neo/ A321neo with PW 1100G Engines),435,73-15,F125,есть отдельная оценка — см. матрицу,False
73-30-09,FUEL STRAINER CLOG Cautions on ECAM EWD,435,73-15,,сопоставление с Fenix не установлено,False
73-30-10,HP FUEL VALVE Cautions on ECAM EWD (A319neo/A320neo/ A321neo with CFM LEAP-1A Engines),436,73-16,F126,есть отдельная оценка — см. матрицу,False
73-30-11,FADEC IDENT FAULT Cautions on ECAM EWD (A319neo/A320neo/ A321neo with CFM LEAP-1A Engines),436,73-16,F127,есть отдельная оценка — см. матрицу,False
74-31-01,Ignition Systems,437,74-1,F107,есть отдельная оценка — см. матрицу,False
74-31-02,ECAM Indications (Lower Display),438,74-2,,сопоставление с Fenix не установлено,False
74-31-03,IGN FAULT Caution on ECAM,438,74-2,,сопоставление с Fenix не установлено,False
75-21-01,HP Turbine Active Clearance Control System,439,75-1,,сопоставление с Fenix не установлено,False
75-22-01,LP Turbine Active Clearance Control,439,75-1,,сопоставление с Fenix не установлено,False
75-22-02,Buffer Air Check Valve (A319neo/A320neo/ A321neo with PW 1100G Engines),439,75-1,F128,есть отдельная оценка — см. матрицу,False
75-25-01,TCC/TACC Valve,439,75-1,,сопоставление с Fenix не установлено,False
75-25-02,TCA Valve (PW 6000 Engines Only),440,75-2,F129,есть отдельная оценка — см. матрицу,False
75-25-03,FADEC Blower (A319neo/A320neo/ A321neo with CFM LEAP-1A Engines and Mod. 163105/ MP P20228),440,75-2,F130,есть отдельная оценка — см. матрицу,False
76-11-01,Thrust Lever Position Sensor (IAE Engines or CFM Engines or PW 6000 Engines only),441,76-1,,сопоставление с Fenix не установлено,False
77-00-01,ECAM Indications,442,77-1,,сопоставление с Fenix не установлено,False
77-00-02,ECAM Indications (Lower Display),442,77-1,,сопоставление с Fenix не установлено,False
78-11-09,T/R Door Tertiary Lock,443,78-1,,сопоставление с Fenix не установлено,False
78-11-10,T/R Tertiary Lock Valve,443,78-1,,сопоставление с Fenix не установлено,False
78-30-01,Thrust Reverser Systems,444; 445; 446; 447; 448; 449; 450,78-2; 78-3; 78-4; 78-5; 78-6; 78-7; 78-8,F108; F109,есть отдельная оценка — см. матрицу,False
78-30-02,Thrust Reverser Inhibition Relay Contacts (CFM) (Thrust Reverser Permission Switches (V2500)),450,78-8,,сопоставление с Fenix не установлено,False
78-30-07,"T/R INDICATIONS (IAE, CFM, and PW Engines)",450,78-8,,сопоставление с Fenix не установлено,False
78-31-01,REVERSER CTL FAULT Caution on ECAM EWD,451; 452,78-9; 78-10,,сопоставление с Fenix не установлено,False
78-31-02,REV MINOR FAULT Caution on ECAM EWD (A319neo/A320neo/ A321neo),452,78-10,F131,есть отдельная оценка — см. матрицу,False
79-20-01,Air Exchanger Air Valves (V2500 Engines Only),453,79-1,,сопоставление с Fenix не установлено,False
79-20-02,EMCD Visual Pop-Out Indicator (CFM-5B),453,79-1,,сопоставление с Fenix не установлено,False
79-20-03,Air Oil Cooler Valve (PW 6000 Engines Only),453,79-1,F132,есть отдельная оценка — см. матрицу,False
79-23-01,ENG 1(2) BEARING 4 OIL SYS Alert (IAE Engines with Mod. 24871/ MP P3704),453,79-1,,сопоставление с Fenix не установлено,False
79-31-01,Oil Quantity Indications,454,79-2,F110,есть отдельная оценка — см. матрицу,False
79-33-02,OIL LO PR Warning on ECAM EWD (IAE or CFM 56 Engines Only),454,79-2,,сопоставление с Fenix не установлено,False
79-35-01,OIL FILTER CLOG Indications on ECAM Engine System Page,454; 455,79-2; 79-3,,сопоставление с Fenix не установлено,False
79-35-02,OIL FILTER CLOG Caution on ECAM EWD,455; 456; 457; 458; 459; 460,79-3; 79-4; 79-5; 79-6; 79-7; 79-8,,сопоставление с Fenix не установлено,False
79-35-03,OIL FILTER DEGRAD or OIL FILTER PARTLY CLOGGED Caution on ECAM EWD,461,79-9,,сопоставление с Fenix не установлено,False
79-35-04,OIL SENSOR FAULT Caution on ECAM EWD,462; 463; 464; 465; 466; 467; 468,79-10; 79-11; 79-12; 79-13; 79-14; 79-15; 79-16,,сопоставление с Fenix не установлено,False
79-35-05,OIL CHIP DETECTED Caution on ECAM EWD,469; 470,79-17; 79-18,,сопоставление с Fenix не установлено,False
80-11-01,Start Valve System,471; 472,80-1; 80-2,F111,есть отдельная оценка — см. матрицу,False
80-11-02,ENG MAN START Controls,472,80-2,,сопоставление с Fenix не установлено,False
80-11-03,FAULT Light on ENGINE MASTER Panel,472,80-2,,сопоставление с Fenix не установлено,False
80-11-04,ECAM Start Valve Position Indicators (Lower Display),472,80-2,,сопоставление с Fenix не установлено,False
80-11-05,AUTOSTART Controls,472,80-2,,сопоставление с Fenix не установлено,False
80-11-06,DUAL COOLING Control (A319neo/A320neo/ A321neo with PW 1100G Engines and Mod. 161854/ MP P15967),472,80-2,F133,есть отдельная оценка — см. матрицу,False
